,DataSystem,Affiliation,Country,stand_affil,similarity_method,stand_country,stand_flemish,stand_GROUP,stand_QH
321,Marine_species,keep abreast with changes in the taxonomy  Institute for Marine Resources and Ecosystem Studies,Netherlands,IMARES - Wageningen Marine Research (WUR),x,,,,
322,Marine_species,Keep the nomenclature up-to-date  Natural History Collections of Tyrolean State Museum Ferdinandeum,Austria,Natural History Collections of Tyrolean State Museum Ferdinandeum,x,Austria,,Museum,Science
323,Marine_species,L’Agence des aires marines protégées ,France,L’Agence des aires marines protégées,x,France,,Governmental body,Policy
324,Marine_species,MariLim Gesellschaft für Gewässeruntersuchung mbH ,Germany,MariLim GmbH,x,Germany,,Consultancy,Industry
325,Marine_species,Marine Life Information Network (MarLIN) ,UK,MarLIN (Marine Life Information Network),x,UK,,Data infrastructure,Science
326,Marine_species,Marine Research Lab  Zoological Institute RAS,Russia,"Russian Academy of Sciences (RAS) - Zoological Institute, Marine Research Lab",x,Russia,,Research institute,Science
327,Marine_species,Marine Resource Modelling Group  University of Strathclyde Dept. Mathematics and Statistics,UK,University of Strathclyde - Department of Mathematics and Statistics - Marine Resource Modelling Group,x,UK,,University,Science
328,Marine_species,Maurice Lamontagne Institute  Fisheries and Oceans,Canada,Government of Canada - Fisheries and Oceans Canada - Maurice Lamontagne Institute,x,Canada,,Research institute,Science
329,Marine_species,Mikrotax.org - pforams  University College London,UK,University College London,x,UK,,University,Science
330,Marine_species,MIT Sea Grant College Program ,USA,Massachusetts Institute of Technology (MIT) - Sea Grant College Program,x,USA,,Data infrastructure,Science
331,Marine_species,National Academy of Sciences of Ukraine  Institute of Biology of the Southern Seas (IBSS),Ukraine,National Academy of Sciences of Ukraine (NASU) - AO Kovalevsky Institute of Biology of the Southern Seas (IBSS),x,Ukraine,,Research institute,Science
332,Marine_species,National benthic database  University of Bordeaux,France,University of Bordeaux - National benthic database,x,France,,Data infrastructure,Science
